Object Name,RA,DEC,Redshift z,Heliocentric Velocity,Magnitude,Associations
WISEA J125925.01+275948.2,194.85424,27.99673,0.018279,5480,17.8g,0
WISEA J125930.11+284200.5,194.87549,28.70015,0.02368,7099,17.8g,0
WISEA J130000.96+275643.7,195.00404,27.94549,0.02282,6841,17.8g,0
WISEA J130018.88+280033.5,195.07871,28.00931,0.02068,6200,17.8g,0
WISEA J130042.56+280658.5,195.17737,28.11629,0.020517,6151,17.8g,0
WISEA J130105.66+280343.2,195.2736,28.06201,0.024794,7433,17.8g,0
WISEA J130205.99+274554.4,195.52497,27.76513,0.02414,7237,17.8g,0
SDSS J130506.63+283828.1,196.27764,28.64115,0.018166,5446,17.8g,1
WISEA J130517.56+283458.1,196.32318,28.58282,0.026197,7854,17.8g,0
WISEA J125950.28+280839.7,194.95952,28.14437,0.022647,6789,17.9b,0
WISEA J125546.73+280838.3,193.94474,28.14398,0.020285,6081,17.9g,0
WISEA J125601.97+265514.8,194.00824,26.92082,0.019043,5709,17.9g,0
WISEA J125655.93+272744.7,194.23307,27.46242,0.025391,7612,17.9g,1
WISEA J125704.87+281235.1,194.27026,28.20963,0.017183,5151,17.9g,0
WISEA J125836.76+275058.2,194.65318,27.8495,0.020558,6163,17.9g,1
WISEA J125838.15+274921.2,194.65894,27.82246,0.01781,5339,17.9g,0
WISEA J125848.93+283223.9,194.70389,28.54,0.020904,6267,17.9g,0
SDSS J125940.05+283801.7,194.91728,28.63365,0.017771,5328,17.9g,0
WISEA J130004.27+280919.2,195.01781,28.15534,0.02192,6571,17.9g,0
WISEA J130010.37+275733.1,195.04324,27.95921,0.021111,6329,17.9g,0
WISEA J125520.79+270858.7,193.83665,27.14966,0.0209,6266,18.0g,0
WISEA J125636.90+275305.5,194.15375,27.88487,0.021065,6315,18.0g,0
SDSS J125724.40+282129.1,194.35167,28.35812,0.026244,7868,18.0g,0
WISEA J125845.84+283235.1,194.69103,28.543,0.021368,6406,18.0g,0
SDSS J125850.76+275943.9,194.71152,27.99557,0.022335,6696,18.0g,0
WISEA J125919.71+275824.4,194.83215,27.97346,0.024037,7206,18.0g,0
SDSS J125931.13+275717.6,194.8797,27.95493,0.02366,7093,18.0g,2
WISEA J125940.09+281045.7,194.91706,28.17937,0.018136,5437,18.0g,1
WISEA J130035.40+275634.0,195.14753,27.94279,0.02325,6970,18.0g,0
WISEA J130100.32+284731.5,195.25129,28.79213,0.026412,7918,18.0g,0
WISEA J130119.99+275739.6,195.33333,27.96102,0.026265,7874,18.0g,0
WISEA J125407.28+271259.1,193.53035,27.21643,0.027244,8168,18.1g,0
SDSS J125524.52+265136.7,193.85224,26.85994,0.019745,5919,18.1g,0
WISEA J125526.97+272520.7,193.8624,27.42242,0.023977,7188,18.1g,0
WISEA J125549.76+270519.5,193.95742,27.08884,0.023028,6904,18.1g,0
WISEA J125638.46+273415.3,194.16026,27.57092,0.02534,7597,18.1g,0
WISEA J125652.39+281117.0,194.21824,28.18807,0.021632,6485,18.1g,0
WISEA J125704.85+274039.4,194.27024,27.67762,0.026085,7820,18.1g,0
SDSS J125706.99+285730.1,194.27908,28.95838,0.02753,8253,18.1g,0
WISEA J125715.28+274347.7,194.31381,27.72981,0.019283,5781,18.1g,0
WISEA J125721.69+272829.4,194.34039,27.47485,0.02317,6946,18.1g,0
WISEA J125745.65+290748.2,194.4403,29.12999,0.024914,7469,18.1g,0
WISEA J125755.36+271355.0,194.48067,27.23197,0.021615,6480,18.1g,0
SDSS J125838.63+280750.9,194.66102,28.13088,0.027238,8166,18.1g,0
WISEA J130030.96+280630.2,195.12903,28.1084,0.017265,5176,18.1g,0
WISEA J130159.34+284234.1,195.49727,28.70948,0.020301,6086,18.1g,0
WISEA J130415.76+283243.4,196.06568,28.54541,0.027865,8354,18.1g,0
WISEA J125437.04+271903.0,193.65436,27.31753,0.024971,7486,18.2g,0
WISEA J125455.61+280400.4,193.73173,28.06679,0.021025,6303,18.2g,0
WISEA J125524.52+283416.7,193.8522,28.57126,0.025619,7680,18.2g,0
WISEA J125707.66+272025.8,194.28192,27.34052,0.024391,7312,18.2g,0
WISEA J125758.60+265620.9,194.4941,26.93909,0.025349,7599,18.2g,0
WISEA J125811.11+275137.0,194.54633,27.86029,0.023391,7012,18.2g,0
WISEA J125852.92+281401.5,194.72066,28.23383,0.020308,6088,18.2g,0
WISEA J125854.48+281322.9,194.72692,28.22298,0.02363,7084,18.2g,0
WISEA J125906.30+272937.0,194.77628,27.49363,0.027232,8164,18.2g,0
WISEA J125914.62+275344.1,194.81092,27.89558,0.021375,6408,18.2g,0
WISEA J125923.40+275510.1,194.84752,27.9195,0.023109,6928,18.2g,1
WISEA J125950.18+275445.2,194.95909,27.91256,0.02417,7246,18.2g,0
WISEA J130003.75+275753.0,195.01564,27.96472,0.017884,5361,18.2g,0
WISEA J130203.34+290901.8,195.51393,29.15051,0.026852,8050,18.2g,0
WISEA J130322.61+284747.2,195.84424,28.79647,0.026375,7907,18.2g,0
WISEA J130331.17+284128.4,195.88009,28.6915,0.022483,6740,18.2g,0
WISEA J130413.87+273336.4,196.0578,27.56012,0.023249,6970,18.2g,0
2MASS J12592590+2758286,194.8582,27.97468,0.02429,7282,18.2r,0
WISEA J125312.61+280014.2,193.30249,28.00397,0.020173,6048,18.3g,0
WISEA J125503.76+274504.8,193.76569,27.75131,0.021268,6376,18.3g,0
WISEA J125515.68+281507.2,193.81548,28.25195,0.02123,6365,18.3g,0
WISEA J125549.27+274507.6,193.95532,27.75212,0.0242,7255,18.3g,0
WISEA J125718.59+265846.1,194.32747,26.97949,0.02435,7300,18.3g,0
WISEA J125750.73+272927.0,194.46142,27.49084,0.024498,7344,18.3g,0
WISEA J125850.87+280025.4,194.71196,28.00708,0.024904,7466,18.3g,0
WISEA J125937.01+280107.0,194.90424,28.01861,0.024136,7236,18.3g,0
WISEA J125941.87+274325.1,194.9246,27.72366,0.02654,7956,18.3g,0
WISEA J125946.94+275930.7,194.9456,27.99189,0.027659,8292,18.3g,2
WISEA J125947.75+280552.3,194.94899,28.09788,0.021246,6369,18.3g,0
SDSS J130019.09+285240.9,195.07975,28.87812,0.024852,7450,18.3g,0
WISEA J130052.50+274817.7,195.21877,27.80493,0.02291,6868,18.3g,0
WISEA J130238.70+290432.7,195.66124,29.07561,0.022287,6681,18.3g,0
WISEA J125311.53+275015.9,193.29806,27.83775,0.023121,6932,18.4g,0
WISEA J125553.01+273421.5,193.97084,27.57263,0.027872,8356,18.4g,0
WISEA J125707.19+290346.0,194.28006,29.0627,0.025044,7508,18.4g,0
WISEA J125729.56+281523.4,194.37331,28.2564,0.019849,5951,18.4g,0
WISEA J125920.35+272606.6,194.83481,27.43518,0.02567,7696,18.4g,0
WISEA J130014.22+282729.0,195.05919,28.45807,0.0261,7825,18.4g,0
SDSS J130254.18+283015.8,195.7259,28.50443,0.027444,8228,18.4g,0
WISEA J130318.58+275829.0,195.82745,27.97474,0.023745,7119,18.4g,0
SDSS J130429.31+285915.0,196.12215,28.9875,0.02406,7213,18.4g,1
SDSS J130429.31+285914.9,196.12217,28.9875,0.024057,7212,18.4g,3
SDSS J125914.74+274623.9,194.81144,27.77331,0.027167,8144,18.4r,0
WISEA J125323.46+273047.1,193.34777,27.51309,0.023816,7140,18.5g,0
SDSS J125637.45+282213.5,194.15604,28.37043,0.023422,7022,18.5g,0
WISEA J125717.72+282619.9,194.32385,28.43886,0.023126,6933,18.5g,0
WISEA J125815.28+272752.9,194.56366,27.4647,0.025512,7648,18.5g,0
WISEA J125932.03+275515.4,194.88374,27.92107,0.02336,7003,18.5g,1
SDSS J125935.50+275421.6,194.89795,27.90601,0.023468,7036,18.5g,3
WISEA J125944.56+281523.0,194.93569,28.25654,0.026401,7915,18.5g,0
2MASS J13000521+2758358,195.02174,27.97666,0.026101,7825,18.5g,0
WISEA J130019.88+282621.4,195.08282,28.43923,0.02369,7102,18.5g,0
WISEA J130214.14+283024.9,195.55896,28.50719,0.022701,6806,18.5g,0
WISEA J125338.97+282645.4,193.41228,28.44596,0.022954,6881,18.6g,0
2MASS J12553269+2654333,193.88621,26.90919,0.026109,7827,18.6g,0
WISEA J125540.17+274901.4,193.91751,27.81715,0.022308,6688,18.6g,0
WISEA J125636.76+271248.3,194.15326,27.21332,0.025297,7584,18.6g,0
WISEA J125856.38+274812.4,194.7349,27.80357,0.026296,7883,18.6g,0
SDSS J125916.81+273159.5,194.82003,27.53325,0.026131,7834,18.6g,1
WISEA J125917.14+273803.0,194.82149,27.63416,0.017647,5290,18.6g,0
SDSS J125942.36+280158.5,194.92655,28.03293,0.026008,7797,18.6g,0
WISEA J125948.58+275857.8,194.95246,27.98278,0.01787,5357,18.6g,0
SDSS J125953.93+275813.7,194.97472,27.97048,0.022671,6797,18.6g,2
WISEA J130026.15+280031.8,195.10903,28.00891,0.018635,5587,18.6g,0
WISEA J130100.03+274828.3,195.25028,27.80761,0.01904,5708,18.6g,0
SDSS J130356.56+275827.7,195.98575,27.97431,0.021203,6357,18.6g,0
SDSS J130047.67+280533.9,195.19864,28.09276,0.022551,6761,18.6r,0
WISEA J125305.42+280354.4,193.27263,28.06516,0.025675,7697,18.7g,0
WISEA J125429.16+271733.8,193.62159,27.29273,0.025847,7749,18.7g,0
SDSS J125637.93+272829.4,194.15806,27.47486,0.023217,6960,18.7g,1
WISEA J125841.59+291729.4,194.67332,29.29143,0.025569,7665,18.7g,0
WISEA J125855.75+282113.2,194.7324,28.35378,0.021123,6333,18.7g,0
WISEA J125900.83+283631.4,194.75359,28.60859,0.020353,6102,18.7g,0
WISEA J125928.28+282926.2,194.86761,28.4905,0.023079,6919,18.7g,0
WISEA J125930.26+280114.9,194.87609,28.02081,0.02374,7117,18.7g,0
WISEA J130331.27+275726.3,195.88026,27.95741,0.02442,7321,18.7g,0
SDSS J130421.97+284553.5,196.09157,28.76488,0.018428,5525,18.7g,0
WISEA J125635.30+272338.1,194.14733,27.39394,0.018213,5460,18.7r,0
SDSS J125740.09+271330.4,194.41706,27.2251,0.0239,7165,18.7r,0
WISEA J125658.61+280734.4,194.24423,28.12636,0.020733,6216,18.7V,0
SDSS J125449.31+265952.4,193.70545,26.99788,0.025182,7549,18.8g,1
WISEA J125900.38+273838.3,194.7517,27.64399,0.026692,8002,18.8g,0
WISEA J125915.60+275356.7,194.81492,27.89914,0.017724,5314,18.8g,0
WISEA J125946.71+280000.4,194.94468,28.00012,0.020665,6195,18.8g,0
SDSS J130002.60+281301.4,195.01086,28.21707,0.02582,7741,18.8g,1
WISEA J130006.24+281501.0,195.02603,28.25029,0.021132,6335,18.8g,0
WISEA J130008.40+275717.1,195.03499,27.95466,0.020882,6260,18.8g,0
WISEA J130259.59+283332.2,195.74852,28.55893,0.018516,5551,18.8g,1
SDSSCGB 34592.02,195.97505,28.3148,0.026503,7945,18.8r,0
WISEA J125512.82+284904.8,193.80353,28.818,0.022168,6646,18.9g,0
WISEA J125817.07+270649.8,194.57086,27.11368,0.024852,7450,18.9g,0
WISEA J125850.33+280034.5,194.7095,28.00966,0.025155,7541,18.9g,0
WISEA J125911.84+274900.8,194.79933,27.81692,0.020984,6291,18.9g,0
WISEA J125915.60+274832.2,194.81506,27.80885,0.022634,6786,18.9g,0
WISEA J125925.73+280453.7,194.85732,28.08144,0.02576,7723,18.9g,0
WISEA J125926.85+272441.8,194.86183,27.41165,0.018507,5548,18.9g,1
WISEA J125934.31+281637.7,194.89303,28.2771,0.020474,6138,18.9g,0
WISEA J130111.58+275715.0,195.29823,27.95412,0.021569,6466,18.9g,0
2MASS J13013602+2809033,195.40009,28.15107,0.019418,5821,18.9g,0
SDSS J125552.75+265858.4,193.96982,26.98291,0.027423,8221,18.9r,0
SDSS J125755.69+272924.2,194.48201,27.49011,0.02539,7612,18.9r,0
WISEA J125801.00+274621.4,194.50405,27.77285,0.017932,5376,18.9r,0
WISEA J125928.53+280108.9,194.86877,28.01927,0.019932,5975,19.0b,0
WISEA J125618.78+275202.7,194.07848,27.86736,0.024051,7210,19.0g,0
SDSS J125759.81+272331.1,194.49936,27.392,0.024437,7326,19.0g,0
SDSS J125805.88+281433.4,194.52452,28.24264,0.024227,7263,19.0g,0
SDSS J125900.92+275222.4,194.75384,27.87291,0.01752,5252,19.0g,0
SDSS J130241.51+290726.5,195.67298,29.12397,0.025267,7575,19.0g,0
WISEA J130328.96+280042.0,195.8707,28.01169,0.023887,7161,19.0g,0
SDSS J125451.03+270407.1,193.71265,27.06859,0.027227,8162,19.1g,0
WISEA J125803.52+274920.8,194.51477,27.82246,0.022336,6696,19.1g,0
SDSS J125857.34+280029.3,194.73895,28.00815,0.020971,6287,19.1g,1
WISEA J125958.72+280551.6,194.99479,28.09773,0.027668,8295,19.1g,0
WISEA J130033.33+275849.8,195.1389,27.98037,0.017098,5126,19.1g,1
WISEA J130036.67+275427.4,195.1528,27.90765,0.020496,6145,19.1g,1
SDSS J125751.51+274923.8,194.46465,27.82311,0.023016,6900,19.1r,0
WISEA J125828.17+273013.0,194.61777,27.50331,0.023079,6919,19.1r,0
WISEA J125854.40+283721.0,194.72642,28.6227,0.021455,6432,19.1r,0
WISEA J125456.78+275833.4,193.73662,27.97587,0.020395,6114,19.2g,0
SDSS J125712.57+271632.7,194.30241,27.27577,0.023016,6900,19.2g,0
WISEA J125730.80+283824.2,194.37872,28.64009,0.021303,6386,19.2g,1
SDSS J125848.60+274159.8,194.70252,27.69996,0.023489,7042,19.2g,0
WISEA J125927.80+271102.9,194.86584,27.184,0.019151,5741,19.2g,0
WISEA J125929.33+275632.0,194.87211,27.94239,0.01867,5597,19.2g,0
WISEA J130000.99+275929.6,195.00412,27.99154,0.0249,7465,19.2g,2
WISEA J130005.48+280449.0,195.02287,28.08031,0.017083,5121,19.2g,0
SDSS J130039.10+280035.5,195.16296,28.00986,0.019437,5827,19.2g,0
WISEA J130042.88+280314.0,195.1787,28.05382,0.022875,6858,19.2g,0
WISEA J125527.03+273131.8,193.86288,27.52554,0.02671,8007,19.3g,1
WISEA J125553.55+270118.4,193.97332,27.0219,0.019869,5957,19.3g,1
WISEA J125713.24+272437.5,194.30516,27.41036,0.024536,7356,19.3g,5
SDSS J125757.82+280339.4,194.491,28.06089,0.027218,8160,19.3g,1
SDSS J130025.97+280344.6,195.10828,28.06242,0.025164,7544,19.3g,0
WISEA J130429.10+284550.7,196.12137,28.76415,0.026695,8003,19.3g,0
SDSS J125944.10+274607.5,194.9339,27.76889,0.020377,6109,19.3r,0
SDSS J125556.63+273018.2,193.98605,27.50489,0.02352,7051,19.4g,0
SDSS J125650.02+275256.0,194.20845,27.88222,0.02123,6365,19.4g,1
WISEA J125659.66+272719.3,194.2486,27.45525,0.021827,6544,19.4g,0
SDSS J125827.68+273709.2,194.61527,27.61936,0.021764,6525,19.4g,1
WISEA J125944.16+280046.9,194.93402,28.01305,0.02372,7111,19.4g,0
SDSS J130048.04+280557.2,195.2002,28.09926,0.020396,6115,19.4g,0
WISEA J130152.84+275216.2,195.47017,27.87117,0.025317,7590,19.4g,0
Subaru-UDG 319,194.69561,28.17698,0.018299,5486,19.4r,0
SDSS J130024.24+275155.5,195.10101,27.86542,0.02124,6368,19.4r,0
SDSS J125636.96+264432.4,194.15401,26.74229,0.0203,6086,19.5g,0
SDSS J125804.23+283945.9,194.51769,28.66276,0.024973,7487,19.5g,0
WISEA J125844.33+274251.9,194.68476,27.71438,0.0251,7525,19.5g,0
SDSS J125921.57+280101.6,194.84004,28.01723,0.0222,6655,19.5g,1
SDSS J130036.58+275552.2,195.15245,27.93118,0.01983,5945,19.5g,1
SDSS J130215.78+281756.8,195.56577,28.2991,0.020631,6185,19.5g,0
SDSS J130248.24+281224.2,195.70103,28.20673,0.020374,6108,19.5g,0
WISEA J130503.73+283442.0,196.26543,28.57827,0.023931,7174,19.5g,0
WISEA J125702.45+272644.4,194.26019,27.44569,0.021861,6554,19.5r,0
WISEA J125840.92+275601.4,194.67068,27.93322,0.020898,6265,19.5r,0
SMDG J1259088+275736,194.7867,27.95989,0.02367,7096,19.5r,0
SDSS J125942.65+274658.8,194.92771,27.78303,0.018073,5418,19.5r,0
COMAi J130013.519+280214.57,195.05633,28.03738,0.017769,5327,19.5r,2
SDSS J125319.05+273608.5,193.32933,27.60234,0.020658,6193,19.6g,0
SDSS J125334.08+282300.8,193.39192,28.38375,0.023173,6947,19.6g,0
SDSS J125828.35+271315.2,194.61819,27.22087,0.0247,7405,19.6g,0
WISEA J125839.62+273231.3,194.66521,27.54193,0.022758,6823,19.6g,0
WISEA J125901.88+274604.3,194.75795,27.76789,0.021777,6529,19.6g,0
WISEA J125915.84+275310.0,194.81593,27.88604,0.022028,6604,19.6g,0
SDSS J125940.92+274824.8,194.92047,27.80689,0.021651,6491,19.6g,0
WISEA J130011.41+275436.6,195.04756,27.91012,0.0241,7225,19.6g,0
WISEA J130049.95+280854.2,195.20826,28.14838,0.021255,6372,19.6g,0
SDSS J130115.32+275544.7,195.31386,27.9291,0.018572,5568,19.6g,1
SDSS J130255.46+290146.9,195.73091,29.0294,0.025625,7682,19.6g,0
WISEA J130600.07+280756.0,196.50039,28.13219,0.023794,7133,19.6g,0
SDSS J125850.82+280844.0,194.71177,28.14555,0.025098,7524,19.6r,0
SDSS J125856.95+274719.9,194.73732,27.78885,0.0229,6865,19.6r,0
SDSS J125406.79+274856.6,193.52826,27.81573,0.023066,6915,19.7g,1
SDSS J125553.47+274152.6,193.97287,27.69795,0.020378,6109,19.7g,0
SDSS J125701.81+282324.9,194.25713,28.39029,0.022896,6864,19.7g,0
WISEA J125741.04+273203.9,194.42095,27.53439,0.021458,6433,19.7g,0
WISEA J125859.04+273558.8,194.74624,27.59998,0.022205,6657,19.7g,0
SDSS J125933.23+280152.6,194.88848,28.03127,0.0237,7105,19.7g,0
WISEA J130022.63+275754.9,195.0944,27.96524,0.02122,6362,19.7g,0
SDSS J130104.62+280220.9,195.26929,28.03912,0.027095,8123,19.7g,0
WISEA J130210.70+280934.4,195.54474,28.15974,0.017863,5355,19.7g,0
WISEA J130028.42+274821.0,195.11812,27.8057,0.021585,6471,19.7r,0
SDSS J125647.71+280914.0,194.19878,28.1539,0.021348,6400,19.8g,0
WISEA J125703.85+274708.0,194.2661,27.78557,0.023692,7103,19.8g,1
SDSS J125841.48+280243.3,194.67284,28.04536,0.0189,5666,19.8g,0
WISEA J125845.64+284133.5,194.69009,28.6924,0.022805,6837,19.8g,1
WISEA J125902.93+275829.3,194.76217,27.97475,0.021967,6586,19.8g,0
WISEA J125923.09+274852.3,194.84615,27.81444,0.018424,5523,19.8g,1
SDSS J125951.54+274946.3,194.96479,27.8295,0.0266,7974,19.8g,1
WISEA J125955.97+275748.5,194.98311,27.96357,0.0232,6955,19.8g,1
WISEA J130005.33+275629.4,195.02228,27.94136,0.023512,7049,19.8g,0
WISEA J130042.54+280325.9,195.17718,28.05706,0.019281,5780,19.8g,0
SDSS J130238.99+290728.1,195.66248,29.12447,0.02258,6769,19.8g,0
WISEA J130256.10+282704.1,195.73354,28.45101,0.023033,6905,19.8g,1
WISEA J130349.43+273449.0,195.95628,27.58022,0.020387,6112,19.8g,0
WISEA J130012.34+280557.6,195.05144,28.09936,0.0259,7765,19.8r,0
SDSS J130018.41+275516.9,195.07671,27.92136,0.027202,8155,19.8r,0
SDSS J130043.27+275220.6,195.1803,27.87243,0.023829,7144,19.8r,0
SDSS J130112.17+280816.2,195.30072,28.13786,0.023486,7041,19.8r,0
SDSS J125738.55+285033.2,194.41067,28.84257,0.025376,7608,19.9g,0
SDSS J125911.92+275952.3,194.79972,27.99788,0.023516,7050,19.9g,2
WISEA J130017.51+272119.2,195.07321,27.35544,0.02777,8325,19.9g,1
WISEA J125826.82+275046.8,194.61196,27.84634,0.023343,6998,19.9r,0
Subaru-UDG 452,194.76694,28.23958,0.021468,6436,19.9r,1
COMAi J125959.901+275921.80,194.99966,27.98935,0.0218,6535,19.9r,4
COMAi J130025.049+275637.93,195.10443,27.9439,0.02317,6946,19.9r,1
SDSS J125742.87+264230.5,194.42821,26.70836,0.023016,6900,20.0g,0
WISEA J125820.49+275419.1,194.58535,27.90531,0.02096,6284,20.0g,1
SDSS J125925.99+275749.6,194.85835,27.96376,0.018958,5683,20.0g,0
SDSS J125956.00+274912.2,194.98334,27.82009,0.025344,7598,20.0g,1
SDSS J130020.39+280413.9,195.08499,28.07055,0.0223,6685,20.0g,0
WISEA J130027.35+280033.4,195.11394,28.00929,0.021034,6306,20.0g,0
WISEA J130044.26+275129.9,195.18433,27.85833,0.017633,5286,20.0g,1
SDSS J130201.24+291223.1,195.50543,29.20616,0.023016,6900,20.0g,0
SDSS J130225.45+281358.1,195.60611,28.23265,0.023303,6986,20.0g,0
WISEA J130457.83+280749.9,196.24121,28.1306,0.021641,6488,20.0g,0
WISEA J130535.47+275944.3,196.39763,27.99572,0.02193,6574,20.0g,0
SDSS J125923.86+274727.4,194.84938,27.79072,0.02358,7069,20.0r,0
SDSS J125959.84+280847.9,194.99934,28.14662,0.025187,7551,20.0r,0
SDSS J125328.50+275621.8,193.36882,27.93941,0.022045,6609,20.1g,0
WISEA J125623.41+272551.1,194.09708,27.43092,0.0264,7915,20.1g,0
SDSS J125830.34+281720.7,194.62644,28.28908,0.025547,7659,20.1g,0
WISEA J125839.24+292031.7,194.66324,29.34225,0.025304,7586,20.1g,0
SDSS J125840.33+283905.5,194.66805,28.65154,0.024969,7486,20.1g,0
WISEA J125915.04+273534.5,194.81303,27.59317,0.019793,5934,20.1g,0
WISEA J125916.75+275857.5,194.81961,27.98257,0.024,7195,20.1g,1
SDSS J130515.26+282459.2,196.31364,28.41645,0.023355,7002,20.1g,0
SDSS J125746.69+280306.9,194.44457,28.05191,0.021923,6572,20.1r,1
SDSS J125801.11+271126.4,194.50471,27.19066,0.02599,7792,20.1r,0
SDSSCGB 59744.03,194.80892,29.12138,0.022896,6864,20.1r,0
SDSS J125517.74+275401.9,193.82402,27.90048,0.023081,6920,20.2g,0
SDSS J125619.64+272654.1,194.08187,27.4484,0.025338,7596,20.2g,1
SDSS J125727.52+270605.3,194.36469,27.10149,0.0186,5576,20.2g,0
SDSS J125927.68+280145.9,194.86541,28.02943,0.026068,7815,20.2g,0
SDSS J130000.58+280446.5,195.00247,28.07956,0.027544,8257,20.2g,0
SDSS J130037.30+275441.0,195.15542,27.9114,0.019664,5895,20.2g,0
SDSS J130339.09+282800.7,195.91279,28.46689,0.024727,7413,20.2g,0
SDSS J125942.27+280054.6,194.92621,28.01531,0.026465,7934,20.2r,0
Subaru-UDG 418,195.04879,27.82805,0.0278,8334,20.2r,0
COMAi J130021.966+280218.24,195.09161,28.03855,0.02686,8052,20.2R,0
SDSS J125344.16+272655.7,193.43402,27.44885,0.024289,7282,20.3g,0
SDSS J125656.44+273526.4,194.23518,27.59068,0.025204,7556,20.3g,0
WISEA J125843.49+275305.6,194.68107,27.88528,0.0271,8124,20.3g,0
WISEA J125910.15+275832.1,194.79208,27.97554,0.025023,7502,20.3g,0
SDSS J125930.43+274450.7,194.87693,27.74733,0.02449,7342,20.3g,0
WISEA J130016.36+275902.5,195.06791,27.98409,0.022164,6645,20.3g,0
WISEA J130132.42+275156.2,195.38508,27.86547,0.018806,5638,20.3g,0
Subaru-UDG 343,194.76753,28.25216,0.023049,6910,20.3r,0
SDSS J130010.38+275617.0,195.04327,27.93806,0.02497,7486,20.3r,1
SDSS J125802.17+271047.9,194.50908,27.18,0.020878,6259,20.4g,0
SDSS J125951.46+275935.4,194.96457,27.99317,0.02355,7060,20.4g,1
WISEA J130002.33+272437.4,195.00942,27.41003,0.019489,5843,20.4g,0
WISEA J130032.55+280201.3,195.13548,28.03374,0.020959,6283,20.4g,0
ABELL 1656:[EF2011] 2822,195.2308,27.79202,0.02393,7174,20.4g,0
SDSS J130010.54+275016.3,195.04393,27.83787,0.027456,8231,20.4r,0
SDSS J130119.75+283427.1,195.33238,28.57416,0.017197,5156,20.4r,0
SDSS J125558.69+265329.9,193.99448,26.89152,0.026621,7981,20.5g,0
WISEA J125726.85+284234.0,194.36204,28.70956,0.026033,7804,20.5g,0
SDSS J125920.90+280057.5,194.83708,28.01591,0.0227,6805,20.5g,0
SDSS J125943.53+275620.6,194.93141,27.93907,0.0238,7135,20.5g,1
SDSS J125958.51+275755.5,194.99381,27.96544,0.022752,6821,20.5g,2
SDSS J130142.87+270248.8,195.42865,27.04682,0.025161,7543,20.5g,0
WISEA J130502.57+274619.6,196.26099,27.77225,0.023386,7011,20.5g,0
SDSS J125753.05+275121.9,194.47112,27.85616,0.019769,5927,20.5r,0
SDSS J125937.24+274815.0,194.90513,27.80424,0.024367,7305,20.5r,0
SDSS J125939.09+274557.5,194.91291,27.76599,0.025988,7791,20.5r,0
Subaru-UDG 392,194.98406,27.80355,0.025845,7748,20.5r,1
SDSS J125353.39+272238.6,193.47246,27.37744,0.024966,7485,20.6g,0
SDSS J125610.99+272216.9,194.04578,27.37139,0.025169,7545,20.6g,0
WISEA J125642.48+270152.0,194.177,27.03112,0.0255,7645,20.6g,0
SDSS J125712.76+272726.7,194.30315,27.45744,0.023076,6918,20.6g,0
SDSS J125717.09+270244.3,194.3212,27.04561,0.024746,7419,20.6g,0
SDSS J125850.26+265332.4,194.70944,26.89234,0.027049,8109,20.6g,0
WISEA J125905.33+271621.4,194.77199,27.2725,0.024654,7391,20.6g,0
SDSS J125914.43+280217.3,194.81022,28.03791,0.026582,7969,20.6g,0
SDSS J125927.65+281633.4,194.86524,28.27595,0.019,5696,20.6g,0
SDSS J125950.15+292104.9,194.95886,29.35137,0.023394,7013,20.6g,0
SDSS J130112.64+282332.9,195.30264,28.39247,0.026936,8075,20.6g,0
SDSS J130354.97+274242.8,195.97917,27.7118,0.024553,7361,20.6g,1
SDSS J130030.06+280134.8,195.12527,28.02635,0.021975,6588,20.6r,0
SDSS J130034.32+275817.6,195.14301,27.97157,0.02607,7816,20.6r,0
SDSS J125708.35+272923.9,194.28477,27.49009,0.0252,7555,20.6V,0
SDSS J125621.41+272709.8,194.08925,27.4527,0.017026,5104,20.7g,0
SDSS J125635.21+273506.4,194.14667,27.58527,0.02605,7810,20.7g,0
SDSS J130325.59+290712.6,195.85667,29.12021,0.025318,7590,20.7g,0
WISEA J125949.10+275501.8,194.95469,27.91716,0.0227,6805,20.7r,0
SDSS J125608.41+274705.3,194.03513,27.78476,0.025033,7505,20.8g,0
SDSS J125705.29+284050.1,194.27195,28.68076,0.022802,6836,20.8g,0
WISEA J125827.59+263547.7,194.6147,26.59703,0.02701,8097,20.8g,0
SDSS J130242.51+285234.7,195.67705,28.87632,0.023016,6900,20.8g,0
SDSS J125856.14+275801.0,194.73396,27.96697,0.01902,5702,20.8r,0
WISEA J125916.30+281752.2,194.81805,28.29741,0.023613,7079,20.9g,0
SDSS J125935.91+275624.1,194.89972,27.94015,0.018829,5645,20.9g,0
SDSS J130109.49+290355.2,195.28955,29.06534,0.027938,8376,20.9g,0
SDSS J130208.80+290525.6,195.53662,29.09042,0.023789,7132,20.9g,0
SDSS J130212.19+281254.3,195.55074,28.21512,0.027219,8160,20.9g,2
SDSS J130433.48+283441.4,196.13948,28.57818,0.017927,5374,20.9g,0
SDSS J130519.29+280652.1,196.33033,28.11447,0.022832,6845,20.9g,0
COMAi J130045.913+280335.50,195.19138,28.05986,0.026415,7919,20.9R,0
SDSS J130047.53+275829.9,195.19805,27.97499,0.01941,5819,20.9r,1
SDSS J125315.13+274112.1,193.31304,27.68671,0.024404,7316,21.0g,0
SDSS J125700.89+273155.1,194.25378,27.532,0.023113,6929,21.0g,1
SDSS J125832.66+263541.4,194.6361,26.59482,0.023372,7007,21.0g,0
WISEA J125859.14+280727.0,194.74643,28.12434,0.026124,7832,21.0g,0
