

Results from query to  NASA/IPAC Extragalactic Database (NED),
which is funded by the National Aeronautics and Space Administration.
and operated by the California Institute of Technology.


queryDateTime:2026-05-18T03:35:50PDT



Main Information Table for All Sky, chosen by params



Equinox:J2000.0



CoordSystem:Equatorial

No.|Object Name|RA|DEC|Type|Velocity|Redshift|Redshift Flag|Magnitude and Filter|Separation|References|Notes|Photometry Points|Positions|Redshift Points|Diameter Points|Associations
1697|SDSS J130119.75+283427.1|195.33238 |  28.57416 |G|  5156| 0.017197 |SLS?|20.4r|  0.000|1|0|15|2|1|4|0
1698|WISEA J130119.99+275739.6|195.33333 |  27.96102 |G|  7874| 0.026265 |SLS |18.0g|  0.000|24|0|39|15|8|4|0
1699|SDSS J130120.08+265312.3|195.33369 |  26.88673 |G|  8077| 0.026943 |SLS |17.6g|  0.000|4|0|15|5|3|4|1
1700|SDSS J130120.07+265312.2|195.33370 |  26.88680 |G|  8077| 0.026942 |SLS |18.16|  0.000|19|0|2|9|6|0|2
1701|WISEA J130120.65+271314.2|195.33592 |  27.22074 |IrS|  7578| 0.025277 |SLS |     |  0.000|1|0|12|3|2|0|0
1702|DESI J195.3384+28.1988|195.33849 |  28.19887 |G|  7861| 0.026220 |SLS |19.89|  0.000|2|0|0|3|1|0|0
1703|SMDG J1301214+280527|195.33912 |  28.09067 |G|  6900| 0.023016 |SUN |20.21|  0.000|6|0|0|7|2|0|0
1704|WISEA J130121.64+281749.6|195.34022 |  28.29732 |G|  6372| 0.021256 |SLS |20.45|  0.000|2|0|27|4|1|4|0
1705|WISEA J130121.71+280355.0|195.34050 |  28.06530 |G|  7629| 0.025446 |SLS |20.57|  0.000|3|0|27|4|1|4|0
1706|WISEA J130121.71+264747.3|195.34065 |  26.79656 |G|  8502| 0.028360 |SLS |18.61|  0.000|15|0|34|11|6|4|0
1707|WISEA J130122.01+274143.1|195.34176 |  27.69516 |G| 17794| 0.059354 |SLS |20.60|  0.000|3|0|31|5|1|4|0
1708|WISEA J130122.32+280222.9|195.34296 |  28.03976 |G|  6042| 0.020155 |SLS |20.67|  0.000|3|0|41|6|1|4|0
1709|WISEA J130122.29+271957.0|195.34315 |  27.33254 |G|  6576| 0.021936 |SLS |19.97|  0.000|1|0|12|3|1|0|0
1710|WISEA J130122.48+273527.0|195.34348 |  27.59057 |G|  6828| 0.022777 |SLS |20.47|  0.000|1|0|27|4|1|4|0
1711|WISEA J130122.51+273222.8|195.34382 |  27.53980 |G|  7703| 0.025693 |SLS |19.75|  0.000|1|0|27|4|1|4|0
1712|SDSS J130122.54+280154.8|195.34392 |  28.03190 |G| 15086| 0.050320 |PUN |20.3g|  0.000|1|0|19|2|1|4|0
1713|WISEA J130122.78+281145.8|195.34494 |  28.19606 |G|  7603| 0.025361 |SLS |15.9b|  0.000|68|1|58|27|22|6|0
1714|SDSS J130123.95+275316.6|195.34986 |  27.88819 |G|  5516| 0.018401 |SLS |21.0g|  0.000|1|0|25|3|2|4|0
1715|NGC 4922 NED01|195.35215 |  29.30842 |G|  7157| 0.023874 |SLS |15.00|  0.000|94|2|94|22|17|6|0
1716|NGC 4922|195.35361 |  29.31092 |GPair|  7071| 0.023586 |SUN |14.2 |  0.000|176|5|87|32|30|5|0
1717|KUG 1259+289|195.35454 |  28.67714 |G|  8747| 0.029178 |SLS |15.0g|  0.000|108|1|101|26|24|12|1
1718|WISEA J130125.12+284813.8|195.35473 |  28.80368 |G| 10408| 0.034719 |SLS |20.18|  0.000|2|0|35|6|1|4|0
1719|NGC 4922 NED02|195.35523 |  29.31378 |G|  7050| 0.023516 |SLS |14.9g|  0.000|116|2|129|32|28|12|0
1720|NGC 4921|195.35883 |  27.88600 |G|  5471| 0.018249 |SLS |13.1g|  0.000|243|5|122|62|52|13|0
1721|WISEA J130126.69+282609.3|195.36123 |  28.43594 |G|  5775| 0.019262 |SLS |17.2g|  0.000|27|0|71|19|10|10|0
1722|WISEA J130127.14+275957.1|195.36310 |  27.99920 |G|  7643| 0.025494 |SLS |16.4g|  0.000|60|0|55|25|25|6|0
1723|WISEA J130127.97+280334.5|195.36647 |  28.05957 |G|  8641| 0.028823 |SLS |20.22|  0.000|3|0|31|5|1|4|0
1724|WISEA J130128.45+275535.6|195.36856 |  27.92656 |G|  7528| 0.025110 |SLS |17.6g|  0.000|32|0|48|18|9|6|0
1725|WISEA J130128.57+273608.0|195.36915 |  27.60216 |G| 10620| 0.035424 |SLS |20.13|  0.000|1|0|35|6|1|4|0
1726|GALEXMSC J130128.62+281516.0  |195.36928 |  28.25446 |G|  9061| 0.030224 |SUN |20.41|  0.000|3|0|4|2|1|0|0
1727|SDSS J130129.68+284106.4|195.37368 |  28.68512 |G|  8787| 0.029310 |SLS |20.5r|  0.000|1|0|19|3|1|4|1
1728|SDSS J130130.43+282226.4|195.37655 |  28.37448 |G|  7319| 0.024414 |SLS |21.5g|  0.000|13|0|16|13|4|3|0
1729|WISEA J130130.59+274312.8|195.37750 |  27.72054 |G|  7461| 0.024888 |SLS?|19.86|  0.000|2|0|27|4|1|4|0
1730|GALEXASC J130130.89+283327.7  |195.37852 |  28.55780 |UvS|  6886| 0.022969 |SLS |     |  0.000|1|0|8|3|1|0|0
1731|2MASX J13013085+2833237|195.37861 |  28.55667 |G|  6882| 0.022955 |SLS |17.63|  0.000|12|0|11|8|4|2|1
1732|SDSS J130130.86+283323.9|195.37862 |  28.55667 |G|  6863| 0.022894 |SLS |17.1g|  0.000|8|0|20|2|3|4|2
1733|NGC 4923|195.38249 |  27.84751 |G|  5473| 0.018257 |SLS |14.4g|  0.000|150|2|96|37|32|12|0
1734|WISEA J130132.42+275156.2|195.38508 |  27.86547 |G|  5638| 0.018806 |SLS |20.3g|  0.000|3|0|27|4|1|4|0
1735|IC 0843|195.38993 |  29.13054 |G|  7354| 0.024530 |SLS |14.4g|  0.000|126|0|100|40|33|15|0
1736|WISEA J130133.83+275440.1|195.39098 |  27.91116 |G|  6591| 0.021985 |SUN |17.38|  0.000|36|0|14|15|10|0|0
1737|WISEA J130134.29+272906.6|195.39209 |  27.48475 |G|  6599| 0.022012 |SLS |20.90|  0.000|1|0|31|5|1|4|0
1738|WISEA J130135.25+280849.2|195.39690 |  28.14702 |G|  5287| 0.017637 |SLS |17.5g|  0.000|39|0|49|18|10|6|0
1739|WISEA J130135.55+282457.3|195.39806 |  28.41589 |G|  5607| 0.018703 |SLS |19.16|  0.000|3|0|32|6|1|4|0
1740|WISEA J130135.79+281903.6|195.39929 |  28.31734 |G|  7933| 0.026461 |SLS?|20.84|  0.000|3|0|27|5|1|4|0
1741|2MASS J13013602+2809033|195.40009 |  28.15107 |G|  5821| 0.019418 |SLS |18.9g|  0.000|7|0|19|6|4|4|0
1742|WISEA J130136.51+274228.6|195.40215 |  27.70796 |G|  7911| 0.026388 |SLS |17.15|  0.000|30|0|39|16|9|4|0
1743|WISEA J130137.20+270106.7|195.40507 |  27.01856 |G| 15545| 0.051854 |SLS |19.36|  0.000|1|0|31|5|1|4|0
1744|WISEA J130137.33+280056.7|195.40554 |  28.01578 |G|  7145| 0.023833 |SLS |18.66|  0.000|29|0|39|18|11|4|0
1745|SDSS J130137.89+275404.3|195.40789 |  27.90118 |G| 14690| 0.048999 |SLS |20.3g|  0.000|0|0|25|3|1|4|0
1746|WISEA J130137.93+282046.3|195.40807 |  28.34610 |G|  8788| 0.029312 |SLS |19.72|  0.000|2|0|16|5|1|0|0
1747|WISEA J130139.08+281445.3|195.41286 |  28.24592 |G|  7597| 0.025340 |SLS |17.27|  0.000|38|0|38|23|16|4|0
1748|WISEA J130140.57+273255.9|195.41894 |  27.54894 |G|  6545| 0.021831 |SLS |18.91|  0.000|22|0|18|15|9|0|0
1749|WISEA J130140.91+281456.6|195.42046 |  28.24904 |G|  9236| 0.030809 |SLS |20.09|  0.000|5|0|35|7|3|4|0
1750|MRK 0061|195.42263 |  29.38104 |G| 17202| 0.057380 |SLS |16.8g|  0.000|57|1|107|24|17|10|0
1751|WISEA J130141.57+280438.9|195.42277 |  28.07732 |G|  6784| 0.022629 |SLS |20.40|  0.000|1|0|27|4|1|4|0
1752|WISEA J130142.87+274451.3|195.42865 |  27.74760 |G| 10619| 0.035420 |SLS |17.0g|  0.000|25|0|45|12|6|4|0
1753|SDSS J130142.87+270248.8|195.42865 |  27.04682 |G|  7543| 0.025161 |SLS |20.5g|  0.000|0|0|15|2|1|4|0
1754|WISEA J130143.29+281752.1|195.43038 |  28.29782 |G|  7692| 0.025658 |SLS |18.70|  0.000|23|0|39|15|8|4|0
1755|SDSS J130143.31+280109.5|195.43049 |  28.01932 |G|  7043| 0.023493 |SUN |20.54|  0.000|6|0|15|6|1|3|0
1756|WISEA J130143.32+291042.2|195.43052 |  29.17840 |G|  7030| 0.023450 |SLS |17.2g|  0.000|31|0|71|22|15|10|0
1757|IC 4088|195.43076 |  29.04476 |G|  7134| 0.023795 |SLS |14.5g|  0.000|158|2|125|40|39|15|0
1758|SDSS J130143.76+274746.3|195.43237 |  27.79617 |G| 10686| 0.035643 |SLS |20.4r|  0.000|1|0|19|3|1|4|1
1759|WISEA J130143.98+280903.0|195.43321 |  28.15050 |G|  8404| 0.028033 |SLS |19.41|  0.000|3|0|12|4|1|0|0
1760|2MASX J13014399+2859587|195.43327 |  28.99958 |G|  6422| 0.021421 |SLS |15.7g|  0.000|53|0|53|26|22|10|0
1761|WISEA J130144.16+274018.6|195.43402 |  27.67185 |G| 13952| 0.046540 |PUN |23.2g|  0.000|1|0|17|4|1|0|0
1762|WISEA J130144.18+281251.7|195.43408 |  28.21437 |G|  7825| 0.026100 |SLS |16.91|  0.000|45|0|48|26|21|6|1
1763|WISEA J130145.19+274929.1|195.43828 |  27.82477 |G|  7566| 0.025236 |SLS |19.52|  0.000|3|0|27|4|1|4|0
1764|WISEA J130145.29+281802.1|195.43873 |  28.30054 |G|  7423| 0.024760 |SLS |19.73|  0.000|3|0|31|6|2|4|0
1765|WISEA J130146.15+275727.8|195.44229 |  27.95773 |G|  4707| 0.015700 |SLS |15.70|  0.000|19|0|48|12|5|6|0
1766|WISEA J130146.34+273617.0|195.44298 |  27.60465 |G|  5773| 0.019255 |SLS |20.09|  0.000|1|0|27|4|1|4|0
1767|CGCG 160-101|195.44593 |  28.09500 |G|  5801| 0.019350 |SLS |15.0g|  0.000|91|1|63|32|27|6|0
1768|SDSS J130147.07+290436.0|195.44613 |  29.07670 |G|  6928| 0.023109 |SLS |17.6g|  0.000|15|0|43|11|7|8|0
1769|WISEA J130147.24+273718.4|195.44687 |  27.62180 |G|  7789| 0.025980 |SLS |17.6g|  0.000|26|0|36|19|11|4|0
1770|WISEA J130147.84+283937.0|195.44936 |  28.66030 |G|  8613| 0.028730 |SLS |17.8g|  0.000|23|0|38|16|9|4|0
1771|WISEA J130147.97+272117.0|195.44990 |  27.35473 |G|  6055| 0.020197 |SLS |18.16|  0.000|31|0|22|24|17|0|0
1772|WISEA J130148.28+274342.5|195.45120 |  27.72848 |G|  5512| 0.018387 |SLS |18.89|  0.000|20|0|39|13|6|4|0
1773|2MASX J13014841+2736147|195.45156 |  27.60397 |G|  8230| 0.027452 |SLS |16.0g|  0.000|57|0|36|33|24|6|0
1774|2MASX J13014889+2810187|195.45357 |  28.17194 |G|  7621| 0.025420 |SLS |16.8g|  0.000|25|0|32|14|9|6|0
1775|SDSS J130150.15+274033.5|195.45897 |  27.67595 |G|  6160| 0.020546 |SLS |17.5g|  0.000|0|0|15|2|1|4|1
1776|MAPS-NGP O_323_1041336|195.45903 |  27.67574 |G|  6206| 0.020700 |SLS |19.12|  0.000|3|0|2|3|1|0|4
1777|CGCG 160-100|195.45923 |  27.89357 |G|  7549| 0.025181 |SLS |15.4g|  0.000|102|1|69|37|30|6|0
1778|WISEA J130150.29+273731.4|195.45937 |  27.62574 |G| 17452| 0.058213 |SLS |19.51|  0.000|1|0|20|5|1|0|0
1779|WISEA J130151.07+272443.2|195.46279 |  27.41188 |G|  6038| 0.020141 |SLS |18.98|  0.000|13|0|21|12|7|0|0
1780|WISEA J130151.15+281721.3|195.46301 |  28.28890 |G|  5000| 0.016679 |SLS |19.01|  0.000|1|0|12|3|1|0|0
1781|WISEA J130152.06+273809.6|195.46694 |  27.63601 |G| 17419| 0.058104 |SLS |18.3g|  0.000|8|0|39|8|3|4|0
1782|WISEA J130152.16+274511.6|195.46738 |  27.75338 |G|  6548| 0.021843 |SLS |19.48|  0.000|2|0|31|5|1|4|0
1783|WISEA J130152.52+281307.4|195.46876 |  28.21872 |G|  3873| 0.012919 |SLS |19.82|  0.000|5|0|45|8|2|4|0
1784|SDSS J130152.75+280515.6|195.46981 |  28.08769 |G|  7031| 0.023453 |SUN |20.54|  0.000|6|0|15|7|2|4|0
1785|WISEA J130152.84+275216.2|195.47017 |  27.87117 |G|  7590| 0.025317 |SLS |19.4g|  0.000|3|0|30|5|1|4|0
1786|WISEA J130153.25+274600.1|195.47190 |  27.76672 |G|  6341| 0.021152 |SLS |19.62|  0.000|3|0|16|5|1|0|0
1787|NGC 4926|195.47388 |  27.62443 |G|  7862| 0.026226 |SLS |13.8g|  0.000|197|4|110|44|35|10|0
1788|SDSS J130154.68+275103.3|195.47780 |  27.85094 |G|  8100| 0.027019 |SLS |20.83|  0.000|3|0|15|3|1|4|0
1789|WISEA J130155.53+285004.3|195.48135 |  28.83457 |G|  7438| 0.024809 |SLS |19.94|  0.000|1|0|35|6|1|4|0
1790|WISEA J130155.83+291922.0|195.48265 |  29.32279 |G|  7114| 0.023730 |SLS |16.3g|  0.000|40|0|72|24|20|10|0
1791|WISEA J130156.00+281720.2|195.48338 |  28.28892 |G|  7423| 0.024759 |SLS |18.52|  0.000|6|0|37|8|2|4|0
1792|SMDG J1301561+280722|195.48410 |  28.12283 |G|  7026| 0.023436 |SUN |     |  0.000|7|0|0|7|1|0|0
1793|GALEXASC J130157.06+290301.6  |195.48827 |  29.05020 |G|  7284| 0.024296 |SLS |19.18|  0.000|6|0|9|6|3|0|0
1794|NGC 4927|195.48999 |  28.00586 |G|  7720| 0.025750 |SLS |14.4g|  0.000|129|0|82|39|33|7|0
1795|WISEA J130157.97+274947.3|195.49151 |  27.82990 |G|  7203| 0.024028 |SLS |20.21|  0.000|2|0|27|4|1|4|0
1796|WISEA J130158.31+275008.4|195.49271 |  27.83660 |G|  8583| 0.028630 |SLS |     |  0.000|23|0|12|14|6|0|0
1797|WISEA J130158.34+284030.8|195.49308 |  28.67531 |G|  7106| 0.023702 |SLS |19.68|  0.000|2|0|12|4|1|0|0
1798|GALEXASC J130158.56+282115.1  |195.49341 |  28.35403 |G|  8591| 0.028658 |SLS |19.8g|  0.000|5|0|8|5|4|0|0
1799|WISEA J130159.09+290318.6|195.49621 |  29.05518 |G|  7265| 0.024232 |SLS |19.40|  0.000|2|0|20|5|1|0|0
1800|WISEA J130159.34+284234.1|195.49727 |  28.70948 |G|  6086| 0.020301 |SLS |18.1g|  0.000|25|0|63|19|10|8|0
1801|WISEA J130159.53+290853.8|195.49810 |  29.14824 |G|  6935| 0.023134 |SLS |16.9 |  0.000|2|0|12|3|1|0|0
1802|KUG 1259+280|195.50058 |  27.78274 |G|  7117| 0.023740 |SLS |15.4g|  0.000|144|1|88|44|31|7|0
1803|WISEA J130200.54+281844.1|195.50228 |  28.31227 |G| 16866| 0.056260 |PUN |23.7g|  0.000|1|0|18|3|1|0|0
1804|NGC 4926B|195.50434 |  27.65296 |G|  7089| 0.023646 |SLS |15.86|  0.000|59|0|40|36|27|6|0
1805|SDSS J130201.24+291223.1|195.50543 |  29.20616 |G|  6900| 0.023016 |SUN |20.0g|  0.000|6|0|15|7|1|3|0
1806|WISEA J130202.06+282248.0|195.50875 |  28.37995 |G|  6243| 0.020825 |SLS |20.20|  0.000|2|0|30|5|1|4|0
1807|WISEA J130203.34+290901.8|195.51393 |  29.15051 |G|  8050| 0.026852 |SLS |18.2g|  0.000|18|0|53|12|5|8|0
1808|CGCG 160-107|195.51748 |  29.25347 |G|  7289| 0.024313 |SLS |14.5g|  0.000|93|0|91|27|24|13|0
1809|WISEA J130204.34+274158.3|195.51811 |  27.69953 |G|  7006| 0.023370 |SLS |17.6g|  0.000|26|0|39|20|12|4|0
1810|WISEA J130204.42+285340.5|195.51844 |  28.89461 |G|  8111| 0.027055 |SLS |15.7g|  0.000|39|0|72|18|14|10|0
1811|2MASX J13020552+2717499|195.52299 |  27.29726 |G|  7275| 0.024268 |SLS |15.57|  0.000|42|0|36|28|21|6|0
1812|2MASS J13020553+2906447|195.52328 |  29.11247 |G| 14754| 0.049214 |SLS |17.5g|  0.000|17|0|33|9|6|4|0
1813|WISEA J130205.99+274554.4|195.52497 |  27.76513 |G|  7237| 0.024140 |SLS |17.8g|  0.000|28|0|39|18|11|4|0
1814|SDSS J130206.15+284357.2|195.52559 |  28.73258 |G|  7065| 0.023567 |SLS |20.35|  0.000|2|0|27|6|1|4|0
1815|DESI J195.5277+28.6024|195.52770 |  28.60240 |G|  6959| 0.023214 |SLS |20.28|  0.000|4|0|0|4|1|0|0
1816|WISEA J130207.11+291405.7|195.52945 |  29.23508 |G|  7178| 0.023944 |SLS |19.95|  0.000|1|0|27|4|1|4|0
1817|WISEA J130207.19+282836.5|195.53010 |  28.47664 |G| 10620| 0.035424 |SLS |20.62|  0.000|2|0|35|6|1|4|0
1818|NGC 4926A|195.53298 |  27.64838 |G|  6915| 0.023066 |SLS |14.9g|  0.000|161|5|91|53|38|10|0
1819|WISEA J130208.15+280903.6|195.53397 |  28.15102 |G|  4908| 0.016370 |SLS |18.1g|  0.000|21|0|33|15|9|4|0
1820|SDSS J130208.27+292530.4|195.53445 |  29.42511 |G|  7191| 0.023986 |SLS |20.5g|  0.000|0|0|23|4|1|4|0
1821|CGCG 160-109|195.53611 |  28.38712 |G|  7599| 0.025348 |SLS |15.1g|  0.000|86|0|87|40|33|14|0
1822|SDSS J130208.80+290525.6|195.53662 |  29.09042 |G|  7132| 0.023789 |SLS?|20.9g|  0.000|0|0|15|2|1|4|0
1823|WISEA J130209.37+273521.6|195.53905 |  27.58935 |G|  6455| 0.021530 |SLS |18.45|  0.000|34|0|43|25|16|4|0
1824|WISEA J130209.93+274851.2|195.54138 |  27.81425 |G| 13479| 0.044960 |PUN |14.2g|  0.000|1|0|43|6|1|4|0
1825|WISEA J130210.18+272757.9|195.54226 |  27.46613 |G|  6948| 0.023175 |SLS |20.45|  0.000|1|0|27|4|1|4|0
1826|WISEA J130210.29+281130.8|195.54288 |  28.19191 |G|  5738| 0.019140 |SLS |16.4g|  0.000|39|0|55|22|14|6|0
1827|WISEA J130210.70+280934.4|195.54474 |  28.15974 |G|  5355| 0.017863 |SLS |19.7g|  0.000|2|0|27|4|1|4|0
1828|SDSS J130210.84+284026.4|195.54526 |  28.67410 |G|  6425| 0.021431 |SLS |22.5g|  0.000|0|0|15|2|1|4|0
1829|WISEA J130211.12+282723.9|195.54637 |  28.45665 |G|  6172| 0.020589 |SLS |17.6g|  0.000|26|0|61|23|13|8|0
1830|SDSS J130211.25+281018.6|195.54665 |  28.17195 |G|  8953| 0.029865 |SLS |21.4g|  0.000|2|0|15|2|1|4|1
1831|SDSS J130211.37+281020.4|195.54739 |  28.17236 |G|  8949| 0.029850 |SLS |17.1g|  0.000|11|0|15|6|5|4|1
1832|AGC 221465|195.54980 |  28.17250 |G|  8950| 0.029854 |S1L |15.81|  0.000|28|0|9|10|8|0|10
1833|ABELL 1656:[EF2011] 7362|195.54980 |  28.17042 |G|  3184| 0.010620 |PUN |21.6g|  0.000|1|0|0|1|1|0|0
1834|SDSS J130211.94+281023.6|195.54994 |  28.17334 |G|  8964| 0.029902 |SLS |16.6g|  0.000|5|0|15|4|2|4|1
1835|SDSS J130212.19+281254.3|195.55074 |  28.21512 |G|  8160| 0.027219 |SLS |20.9g|  0.000|0|0|15|2|1|4|2
1836|KUG 1259+284|195.55340 |  28.21483 |G|  8191| 0.027323 |SLS |15.4g|  0.000|101|1|70|37|31|7|1
1837|WISEA J130213.77+273028.5|195.55757 |  27.50818 |G|  7637| 0.025474 |SLS |20.44|  0.000|1|0|27|4|1|4|0
1838|WISEA J130214.14+283024.9|195.55896 |  28.50719 |G|  6806| 0.022701 |SLS |18.5g|  0.000|17|0|49|12|7|8|0
1839|KUG 1259+286|195.55966 |  28.35265 |G|  8649| 0.028850 |SLS |15.9g|  0.000|41|1|72|22|13|10|0
1840|WISEA J130214.33+280605.6|195.55972 |  28.10156 |G|  5947| 0.019837 |SLS |16.39|  0.000|38|0|55|21|12|6|0
1841|WISEA J130215.43+275239.5|195.56352 |  27.87770 |G| 13964| 0.046580 |PUN |22.8g|  0.000|1|0|27|2|1|4|0
1842|SDSS J130215.78+281756.8|195.56577 |  28.29910 |G|  6185| 0.020631 |SLS |19.5g|  0.000|2|0|15|3|2|4|0
1843|SDSS J130216.60+285717.0|195.56895 |  28.95471 |G| 10150| 0.033857 |UUN |20.7g|  0.000|11|0|15|11|2|4|0
1844|WISEA J130216.89+275044.3|195.57035 |  27.84564 |G|  7638| 0.025478 |SLS |19.97|  0.000|5|0|18|6|2|0|0
1845|GALEXMSC J130217.40+283316.2  |195.57282 |  28.55468 |G|  6648| 0.022177 |SLS |20.55|  0.000|1|0|3|3|1|0|0
1846|GALEXASC J130218.21+285917.8  |195.57572 |  28.98813 |G|  6687| 0.022304 |SLS |20.18|  0.000|1|0|8|4|1|0|0
1847|WISEA J130219.47+285709.6|195.58116 |  28.95267 |G| 10390| 0.034656 |SLS |16.5g|  0.000|23|0|73|13|10|10|0
1848|SDSS J130220.18+273012.5|195.58405 |  27.50348 |G|  7997| 0.026675 |SLS |20.06|  0.000|1|0|19|4|1|4|0
1849|WISEA J130220.50+272242.4|195.58546 |  27.37848 |G| 10711| 0.035728 |SLS |19.59|  0.000|2|0|35|7|2|4|0
1850|WISEA J130221.45+282254.3|195.58936 |  28.38175 |G|  5568| 0.018574 |SLS |18.98|  0.000|3|0|37|8|2|4|0
1851|CGCG 160-110|195.58966 |  28.23077 |G|  5579| 0.018609 |SLS |15.1g|  0.000|77|1|65|31|24|6|0
1852|SDSS J130221.60+285255.3|195.59003 |  28.88203 |G| 10541| 0.035161 |SLS |20.79|  0.000|1|0|23|5|1|4|0
1853|CGCG 160-111|195.59023 |  28.25599 |G|  6800| 0.022682 |SLS |15.5g|  0.000|72|0|59|37|29|6|0
1854|WISEA J130222.25+280806.2|195.59274 |  28.13535 |G|  6038| 0.020141 |SLS |20.14|  0.000|2|0|30|6|2|4|0
1855|WISEA J130222.34+271116.2|195.59310 |  27.18784 |G| 10711| 0.035728 |SLS |18.91|  0.000|16|0|27|9|4|0|0
1856|WISEA J130222.81+290858.4|195.59508 |  29.14956 |G| 14816| 0.049421 |SLS |18.0g|  0.000|20|0|43|10|5|4|0
1857|SDSS J130223.92+275843.4|195.59960 |  27.97872 |G| 17358| 0.057899 |SLS |21.5g|  0.000|0|0|19|3|1|4|0
1858|SMDG J1302250+265246|195.60407 |  26.87946 |G|  6900| 0.023016 |SUN |     |  0.000|6|0|0|6|1|0|0
1859|WISEA J130225.04+275820.2|195.60428 |  27.97225 |G|  8257| 0.027541 |SLS |19.11|  0.000|24|0|27|14|10|4|0
1860|SDSS J130225.45+281358.1|195.60611 |  28.23265 |G|  6986| 0.023303 |SUN |20.0g|  0.000|7|0|15|9|2|3|0
1861|WISEA J130225.64+285129.0|195.60684 |  28.85807 |G|  6702| 0.022355 |SLS |16.9g|  0.000|56|3|79|21|13|8|0
1862|SDSS J130228.46+274821.1|195.61860 |  27.80587 |G|  6995| 0.023333 |SUN |21.3g|  0.000|6|0|16|7|1|4|0
1863|WISEA J130228.78+272719.7|195.61995 |  27.45550 |G| 10692| 0.035665 |SLS |19.43|  0.000|1|0|35|6|1|4|0
1864|WISEA J130230.04+283829.9|195.62529 |  28.64142 |G|  7229| 0.024113 |SLS |20.34|  0.000|1|0|27|4|1|4|0
1865|WISEA J130231.87+275608.0|195.63281 |  27.93556 |G|  6625| 0.022098 |SLS |16.8g|  0.000|46|0|49|25|20|6|0
1866|WISEA J130231.95+282621.6|195.63316 |  28.43935 |G|  5987| 0.019970 |SLS |16.6g|  0.000|40|0|72|26|17|10|0
1867|WISEA J130232.55+272336.3|195.63566 |  27.39343 |G|  5459| 0.018210 |SLS |18.2 |  0.000|26|0|43|18|10|4|0
1868|2MASX J13023273+2717443|195.63646 |  27.29555 |G|  7611| 0.025386 |SLS |15.47|  0.000|37|0|39|23|16|6|0
1869|WISEA J130232.95+264851.7|195.63730 |  26.81437 |G| 15567| 0.051926 |SLS |19.41|  0.000|2|0|35|6|1|4|0
1870|2MASX J13023477+2756563|195.64494 |  27.94904 |G|  5780| 0.019280 |SUN |     |  0.000|1|0|9|2|2|2|2
1871|WISEA J130234.78+275656.8|195.64495 |  27.94913 |G|  5780| 0.019280 |SLS |15.6g|  0.000|15|0|27|7|5|4|0
1872|SDSS J130234.78+275656.7|195.64500 |  27.94910 |G|  5780| 0.019280 |SLS |16.31|  0.000|27|0|10|20|15|0|1
1873|[KK90] 216|195.64512 |  27.94879 |G|  5779| 0.019277 |SUN |16.1 |  0.000|2|0|0|1|1|0|1
1874|WISEA J130235.17+272621.7|195.64657 |  27.43937 |G|  5414| 0.018059 |SLS |16.2g|  0.000|46|0|43|28|20|6|0
1875|2MASXi J1302355+284443|195.64806 |  28.74527 |G|  6122| 0.020422 |SLS |16.9g|  0.000|37|0|51|26|18|8|0
1876|WISEA J130235.62+263944.1|195.64846 |  26.66225 |G|  7391| 0.024654 |SLS |17.88|  0.000|30|0|44|19|12|6|0
1877|WISEA J130235.67+291006.8|195.64865 |  29.16890 |G| 14780| 0.049300 |SLS |20.28|  0.000|1|0|35|6|1|4|0
1878|WISEA J130235.95+275811.4|195.64950 |  27.96998 |G|  6619| 0.022080 |PUN |22.4g|  0.000|2|0|36|4|1|3|0
1879|WISEA J130236.33+270058.2|195.65138 |  27.01617 |G| 10706| 0.035712 |SLS |18.1g|  0.000|2|0|33|6|1|4|0
1880|III Zw 069|195.65563 |  27.17613 |G|  5505| 0.018362 |SLS |16.33|  0.000|41|1|48|24|17|6|0
1881|WISEA J130238.15+275956.3|195.65881 |  27.99886 |G|  8081| 0.026956 |SLS?|20.70|  0.000|1|0|27|4|1|4|0
1882|2MASXi J1302382+283006|195.65897 |  28.50190 |G|  5784| 0.019295 |SLS |17.1g|  0.000|29|0|47|17|11|8|0
1883|WISEA J130238.35+282719.6|195.65977 |  28.45570 |G|  5555| 0.018529 |SLS |19.62|  0.000|3|0|37|7|1|4|0
1884|IC 4106|195.66009 |  28.11452 |G|  7466| 0.024903 |SLS |16.34|  0.000|67|0|57|28|21|8|0
1885|WISEA J130238.54+274322.1|195.66076 |  27.72302 |G|  6992| 0.023322 |SLS |19.96|  0.000|1|0|27|4|1|4|0
1886|WISEA J130238.70+290432.7|195.66124 |  29.07561 |G|  6681| 0.022287 |SLS |18.3g|  0.000|16|0|37|11|5|4|0
1887|SDSS J130238.99+290728.1|195.66248 |  29.12447 |G|  6769| 0.022580 |SLS |19.8g|  0.000|1|0|15|3|1|4|0
1888|CGCG 160-114|195.67005 |  28.37131 |G|  7414| 0.024730 |SLS |15.2g|  0.000|78|0|88|30|23|13|0
1889|WISEA J130240.97+290101.0|195.67067 |  29.01694 |G| 10537| 0.035149 |SLS |19.32|  0.000|7|0|38|7|2|4|0
1890|WISEA J130241.48+274449.0|195.67292 |  27.74697 |G|  5176| 0.017264 |SLS |20.26|  0.000|2|0|16|5|1|0|0
1891|SDSS J130241.51+290726.5|195.67298 |  29.12397 |G|  7575| 0.025267 |SLS |19.0g|  0.000|1|0|23|5|1|4|0
